,age,sex,race,degree,wrkstat,income,happy,number
1028,50,Female,White,Bachelor,Working parttime,$1000 to 2999,Not too happy,0
1029,41,Male,White,Graduate,Working fulltime,$25000 or more,Very happy,0
1030,58,Male,White,Graduate,Working fulltime,$25000 or more,Very happy,0
1031,71,Female,White,Junior college,Retired,$25000 or more,Pretty happy,0
1032,58,Female,White,Graduate,Working fulltime,$25000 or more,Pretty happy,0
1033,55,Male,White,Bachelor,Working fulltime,$25000 or more,Pretty happy,0
1034,65,Female,White,Bachelor,Working fulltime,$25000 or more,Very happy,0
1035,27,Male,White,Bachelor,Working fulltime,$25000 or more,Very happy,0
1036,43,Male,White,Bachelor,Working parttime,$25000 or more,Pretty happy,0
1037,29,Female,White,Bachelor,Working fulltime,$15000 - 19999,Very happy,0
1038,56,Male,White,Bachelor,Working fulltime,$25000 or more,Very happy,0
1039,67,Female,White,Graduate,Retired,$25000 or more,Pretty happy,0
1040,21,Male,White,High school,Working parttime,$25000 or more,Pretty happy,0
1041,69,Male,White,High school,Working fulltime,$25000 or more,Not too happy,0
1042,62,Female,White,Bachelor,Retired,$25000 or more,Very happy,0
1043,23,Female,White,High school,Working parttime,$25000 or more,Very happy,0
1044,43,Female,White,Bachelor,Working fulltime,$25000 or more,Very happy,0
1045,46,Female,White,High school,Working fulltime,$25000 or more,Pretty happy,0
1046,34,Male,White,Bachelor,Working fulltime,$25000 or more,Very happy,0
1047,40,Male,White,Graduate,Working fulltime,$25000 or more,Pretty happy,0
1048,56,Male,White,Bachelor,Retired,$25000 or more,Pretty happy,0
1049,25,Female,White,Bachelor,Working fulltime,$25000 or more,Very happy,0
1050,77,Female,White,High school,Retired,$25000 or more,Pretty happy,0
1051,30,Male,White,Bachelor,Working parttime,$25000 or more,Pretty happy,0
1052,70,Male,White,High school,Retired,$25000 or more,Not too happy,0
1053,70,Female,White,High school,Retired,$25000 or more,Not too happy,0
1054,79,Male,White,Bachelor,Retired,$25000 or more,Pretty happy,0
1055,59,Male,White,High school,Working fulltime,$20000 - 24999,Pretty happy,0
1056,61,Female,White,Bachelor,Working fulltime,$25000 or more,Pretty happy,0
1057,68,Male,White,High school,Retired,$25000 or more,Pretty happy,0
1058,29,Male,Black,High school,Working fulltime,$25000 or more,Pretty happy,0
1059,31,Female,Black,High school,Working parttime,$10000 - 14999,Pretty happy,0
1060,32,Male,White,Bachelor,Working fulltime,$15000 - 19999,Pretty happy,0
1061,27,Female,Black,High school,Working parttime,$15000 - 19999,Pretty happy,0
1062,47,Male,Black,High school,"Unempl, laid off",$20000 - 24999,Not too happy,0
1063,35,Male,White,Junior college,School,$20000 - 24999,Pretty happy,0
1064,54,Male,White,High school,Working fulltime,$25000 or more,Pretty happy,0
1065,54,Male,Black,Lt high school,"Unempl, laid off",$7000 to 7999,Not too happy,0
1066,31,Male,Black,High school,"Unempl, laid off",$15000 - 19999,Pretty happy,0
1067,55,Female,White,High school,Working fulltime,$25000 or more,Pretty happy,0
1068,61,Female,Black,High school,Working fulltime,$25000 or more,Pretty happy,0
1069,26,Male,White,High school,Working fulltime,$25000 or more,Pretty happy,0
1070,60,Female,White,High school,Working fulltime,$25000 or more,Very happy,0
1071,60,Female,White,High school,Retired,$7000 to 7999,Pretty happy,0
1072,25,Male,White,Bachelor,Working fulltime,$20000 - 24999,Pretty happy,0
1073,56,Male,White,Bachelor,Working fulltime,$25000 or more,Pretty happy,0
1074,57,Male,Black,High school,Other,$15000 - 19999,Not too happy,0
1075,49,Male,Black,Lt high school,Keeping house,Lt $1000,Very happy,0
1076,82,Male,Black,Lt high school,Retired,$15000 - 19999,Very happy,0
1077,53,Male,Black,Lt high school,Working fulltime,$25000 or more,Pretty happy,0
1078,22,Female,Black,High school,Working fulltime,$15000 - 19999,Pretty happy,0
1079,29,Male,Black,Junior college,Working fulltime,$25000 or more,Pretty happy,0
1080,50,Female,White,High school,Working fulltime,$25000 or more,Pretty happy,0
1081,35,Female,White,Junior college,Working fulltime,$25000 or more,Pretty happy,0
1082,56,Male,White,Bachelor,Retired,$25000 or more,Pretty happy,0
1083,82,Male,White,High school,Retired,$15000 - 19999,Pretty happy,0
1084,39,Male,White,Lt high school,Keeping house,Don't know,Not too happy,0
1085,50,Female,White,Lt high school,Working fulltime,$25000 or more,Very happy,0
1086,50,Female,White,High school,Working parttime,$15000 - 19999,Pretty happy,0
1087,22,Male,White,High school,Working fulltime,$25000 or more,Pretty happy,0
1088,52,Female,White,Graduate,Working fulltime,$20000 - 24999,Pretty happy,0
1089,66,Female,White,Graduate,Retired,$25000 or more,Not too happy,0
1090,38,Female,White,Lt high school,Working fulltime,$25000 or more,Pretty happy,0
1091,39,Female,White,High school,Working fulltime,$25000 or more,Pretty happy,0
1092,38,Male,White,Lt high school,Temp not working,$25000 or more,Very happy,0
1093,62,Female,White,High school,Keeping house,$25000 or more,Very happy,0
1094,43,Female,Black,Junior college,Working fulltime,$25000 or more,Pretty happy,0
1095,53,Female,White,High school,Working fulltime,$25000 or more,Pretty happy,0
1096,39,Male,White,High school,Working fulltime,$25000 or more,Not too happy,0
1097,23,Female,White,High school,Working parttime,Refused,Very happy,0
1098,69,Female,White,Graduate,Retired,$25000 or more,Very happy,0
1099,56,Female,White,High school,Working fulltime,$25000 or more,Very happy,0
1100,77,Male,White,Graduate,Retired,$25000 or more,Very happy,0
1101,77,Male,White,High school,Keeping house,$10000 - 14999,Pretty happy,0
1102,61,Male,White,High school,Retired,$25000 or more,Very happy,0
1103,39,Female,White,High school,Working fulltime,$25000 or more,Very happy,0
1104,83,Female,Other,Lt high school,Keeping house,$20000 - 24999,Pretty happy,0
1105,65,Male,White,High school,Working fulltime,$25000 or more,Pretty happy,0
1106,27,Male,White,High school,Working fulltime,$25000 or more,Pretty happy,0
1107,59,Male,Black,High school,Keeping house,$10000 - 14999,Pretty happy,0
1108,63,Female,White,Bachelor,Retired,$25000 or more,Very happy,0
1109,50,Male,White,Junior college,Other,$15000 - 19999,Pretty happy,0
1110,72,Male,White,High school,Retired,$25000 or more,Not too happy,0
1111,42,Female,White,High school,"Unempl, laid off",Don't know,Pretty happy,0
1112,52,Female,White,Graduate,Working parttime,Refused,Pretty happy,0
1113,75,Male,White,High school,Retired,$25000 or more,Pretty happy,0
1114,40,Female,White,Bachelor,Working fulltime,Refused,Pretty happy,0
1115,69,Female,White,Bachelor,Working parttime,$25000 or more,Pretty happy,0
1116,62,Female,White,Bachelor,Temp not working,Refused,Pretty happy,0
1117,42,Male,White,Graduate,Temp not working,Refused,Pretty happy,0
1118,82,Female,White,Junior college,Retired,$20000 - 24999,Very happy,0
1119,74,Female,White,High school,Retired,Refused,Very happy,0
1120,83,Female,White,High school,Retired,$7000 to 7999,Pretty happy,0
1121,76,Male,White,Junior college,Working parttime,Refused,Very happy,0
1122,52,Female,White,Graduate,Working fulltime,$25000 or more,Very happy,0
1123,23,Male,White,Bachelor,School,Refused,Pretty happy,0
1124,19,Male,Black,High school,School,$25000 or more,Very happy,0
1125,51,Female,Black,High school,Working parttime,$25000 or more,Pretty happy,0
1126,37,Female,Other,High school,Keeping house,$25000 or more,Very happy,0
1127,53,Female,Black,Lt high school,Working parttime,$20000 - 24999,Pretty happy,0
1128,51,Male,Black,No answer,No answer,Don't know,Pretty happy,0
1129,28,Male,White,Bachelor,Working fulltime,$25000 or more,Very happy,0
1130,31,Male,Black,High school,Working fulltime,$25000 or more,Very happy,0
1131,43,Male,White,High school,Working fulltime,$25000 or more,Pretty happy,0
1132,89 or older,Male,Black,Junior college,Retired,$25000 or more,Not too happy,0
1133,56,Male,Other,High school,Working fulltime,$25000 or more,Pretty happy,0
1134,19,Female,Other,High school,Working parttime,$10000 - 14999,Very happy,0
1135,58,Male,White,High school,Working fulltime,$25000 or more,Pretty happy,0
1136,38,Male,Other,Junior college,Working fulltime,$25000 or more,Very happy,0
1137,47,Female,White,Bachelor,Working fulltime,$25000 or more,Pretty happy,0
1138,48,Female,White,High school,Working fulltime,$20000 - 24999,Pretty happy,0
1139,38,Male,White,High school,Keeping house,$25000 or more,Pretty happy,0
1140,26,Male,White,Junior college,Temp not working,$25000 or more,Pretty happy,0
1141,23,Female,White,Lt high school,Working parttime,$1000 to 2999,Very happy,0
1142,44,Female,White,High school,Temp not working,$15000 - 19999,Not too happy,0
1143,30,Female,White,Lt high school,Working parttime,$25000 or more,Very happy,0
1144,No answer,Male,White,Lt high school,Working fulltime,$20000 - 24999,Not too happy,0
1145,35,Male,Black,High school,Working fulltime,$25000 or more,Pretty happy,0
1146,49,Female,White,Graduate,Working fulltime,$25000 or more,Pretty happy,0
1147,52,Male,Other,High school,Working fulltime,$25000 or more,Very happy,0
1148,73,Male,White,High school,Retired,$20000 - 24999,Very happy,0
1149,52,Female,White,High school,Working fulltime,$25000 or more,Pretty happy,0
1150,22,Male,Other,High school,Working fulltime,Don't know,Pretty happy,0
1151,26,Female,White,Bachelor,Working fulltime,$25000 or more,Pretty happy,0
1152,42,Male,White,Lt high school,Keeping house,$1000 to 2999,Pretty happy,0
1153,46,Female,Black,High school,Working fulltime,$25000 or more,Pretty happy,0
1154,24,Male,Black,High school,"Unempl, laid off",Don't know,Not too happy,0
1155,27,Female,Other,High school,Working fulltime,$25000 or more,Pretty happy,0
1156,33,Female,Black,High school,Working fulltime,$25000 or more,Pretty happy,0
1157,46,Female,Other,High school,Working fulltime,Refused,Not too happy,0
1158,54,Female,White,Junior college,Working fulltime,$25000 or more,Pretty happy,0
1159,47,Male,White,Lt high school,Other,$20000 - 24999,Pretty happy,0
1160,53,Male,White,High school,Working fulltime,$25000 or more,Very happy,0
1161,62,Male,White,Bachelor,Working fulltime,$25000 or more,Pretty happy,0
1162,48,Male,Black,High school,Working fulltime,$25000 or more,Very happy,0
1163,41,Female,White,High school,Keeping house,$25000 or more,Pretty happy,0
1164,32,Male,White,Graduate,Working fulltime,$25000 or more,Very happy,0
1165,31,Male,White,High school,"Unempl, laid off",Don't know,Not too happy,0
1166,40,Male,White,Junior college,Working fulltime,$25000 or more,Very happy,0
1167,37,Female,White,Bachelor,Working fulltime,$25000 or more,Pretty happy,0
1168,40,Female,White,Bachelor,Temp not working,$25000 or more,Very happy,0
1169,36,Male,White,Bachelor,Working fulltime,$25000 or more,Very happy,0
1170,47,Male,Black,Lt high school,Working fulltime,$25000 or more,Very happy,0
1171,37,Female,White,Graduate,Working fulltime,Refused,Pretty happy,0
1172,89 or older,Male,White,High school,Retired,Don't know,Pretty happy,0
1173,71,Female,White,Bachelor,Keeping house,$25000 or more,Pretty happy,0
1174,21,Female,White,High school,Working fulltime,$25000 or more,Pretty happy,0
1175,80,Female,White,Bachelor,Retired,$25000 or more,Not too happy,0
1176,67,Female,White,Bachelor,"Unempl, laid off",$10000 - 14999,Pretty happy,0
1177,34,Male,White,High school,Working fulltime,$25000 or more,Pretty happy,0
1178,65,Male,Other,High school,Retired,$25000 or more,Pretty happy,0
1179,68,Female,Other,High school,Retired,$25000 or more,Pretty happy,0
1180,38,Female,White,Lt high school,Keeping house,$15000 - 19999,Pretty happy,0
1181,67,Female,White,High school,Retired,Refused,Pretty happy,0
1182,59,Female,White,High school,Retired,$25000 or more,Pretty happy,0
1183,52,Female,Other,High school,Retired,$25000 or more,Pretty happy,0
1184,49,Female,Other,Graduate,"Unempl, laid off",$1000 to 2999,Pretty happy,0
1185,63,Male,Other,Lt high school,Retired,$20000 - 24999,Very happy,0
1186,26,Male,White,High school,Working fulltime,$25000 or more,Pretty happy,0
1187,70,Female,White,High school,Retired,$25000 or more,Not too happy,0
1188,21,Female,White,High school,Working fulltime,$20000 - 24999,Pretty happy,0
1189,69,Male,White,High school,Retired,$25000 or more,Pretty happy,0
1190,51,Male,Black,High school,Working fulltime,$15000 - 19999,Not too happy,0
1191,39,Male,White,High school,Working fulltime,Refused,Pretty happy,0
1192,35,Male,Black,High school,Working fulltime,$25000 or more,Pretty happy,0
1193,29,Male,White,High school,Working fulltime,$25000 or more,Pretty happy,0
1194,45,Male,White,High school,Working fulltime,$25000 or more,Pretty happy,0
1195,41,Male,White,Graduate,Working fulltime,Refused,Pretty happy,0
1196,46,Male,White,Bachelor,Working fulltime,$25000 or more,Pretty happy,0
1197,23,Male,Other,Bachelor,Working parttime,$10000 - 14999,Not too happy,0
1198,31,Female,White,High school,"Unempl, laid off",$25000 or more,Not too happy,0
1199,47,Male,White,Bachelor,Working fulltime,$25000 or more,Pretty happy,0
1200,45,Female,Other,Bachelor,Working parttime,Don't know,Pretty happy,0
1201,58,Female,White,Bachelor,Other,$25000 or more,Not too happy,0
1202,26,Male,White,High school,Working fulltime,$25000 or more,Pretty happy,0
1203,66,Male,White,Graduate,Retired,$25000 or more,Pretty happy,0
1204,35,Female,Black,Bachelor,Working fulltime,$25000 or more,Pretty happy,0
1205,41,Male,Other,Lt high school,Retired,$25000 or more,Pretty happy,0
1206,44,Female,White,Graduate,Working parttime,$25000 or more,Pretty happy,0
1207,66,Male,White,High school,Retired,$25000 or more,Very happy,0
1208,57,Male,White,High school,Working fulltime,$25000 or more,Pretty happy,0
1209,89 or older,Male,White,Bachelor,Retired,$25000 or more,Pretty happy,0
1210,27,Female,White,Junior college,Working fulltime,$25000 or more,Pretty happy,0
1211,43,Male,Black,High school,Working fulltime,$25000 or more,Pretty happy,0
1212,64,Male,Black,High school,Retired,$8000 to 9999,Not too happy,0
1213,44,Female,Black,High school,Working fulltime,$20000 - 24999,Not too happy,0
1214,65,Female,Black,High school,Retired,$15000 - 19999,Very happy,0
1215,24,Female,White,Lt high school,Working fulltime,$20000 - 24999,Pretty happy,0
1216,72,Female,White,High school,Retired,$3000 to 3999,Not too happy,0
1217,22,Male,White,High school,"Unempl, laid off",$10000 - 14999,Pretty happy,0
1218,57,Female,White,Bachelor,Working fulltime,$25000 or more,Pretty happy,0
1219,63,Female,White,High school,Working fulltime,$25000 or more,Pretty happy,0
1220,55,Female,Other,Junior college,Working parttime,$25000 or more,Pretty happy,0
1221,56,Male,White,Bachelor,Working fulltime,$25000 or more,Pretty happy,0
1222,87,Male,White,Bachelor,Retired,$25000 or more,Not too happy,0
1223,53,Female,White,High school,Working fulltime,$25000 or more,Pretty happy,0
1224,36,Male,White,High school,Working fulltime,Refused,Very happy,0
1225,52,Female,White,High school,Working parttime,$25000 or more,Very happy,0
1226,37,Male,White,Graduate,Working fulltime,$25000 or more,Pretty happy,0
1227,75,Male,White,High school,Retired,$25000 or more,Not too happy,0
1228,24,Male,White,High school,"Unempl, laid off",Don't know,Not too happy,0
1229,28,Female,White,Bachelor,Working fulltime,$25000 or more,Very happy,0
1230,21,Female,White,High school,Working parttime,$25000 or more,Pretty happy,0
1231,48,Male,White,Lt high school,Retired,$8000 to 9999,Pretty happy,0
1232,68,Female,White,High school,Retired,$25000 or more,Pretty happy,0
1233,59,Female,White,High school,Working fulltime,$25000 or more,Very happy,0
1234,40,Male,White,High school,Working fulltime,$25000 or more,Pretty happy,0
1235,35,Female,White,Bachelor,Working fulltime,$25000 or more,Pretty happy,0
1236,51,Male,White,Junior college,Working fulltime,Refused,Pretty happy,0
1237,40,Male,Black,Bachelor,Working fulltime,$25000 or more,Not too happy,0
